"old_lexeme_id","canonical_lexeme_id"
"de.phrase.gib-mir","de.lex.gib-mir"
"de.phrase.gib-nicht-auf","de.lex.gib-nicht-auf"
"de.phrase.gibt-es-eine-apotheke-die-sonntags-geoeffnet-ist","de.lex.gibt-es-eine-apotheke-die-sonntags-geoeffnet-ist"
"de.phrase.gibt-es-eine-kundenkarte","de.lex.gibt-es-eine-kundenkarte"
"de.phrase.gibt-es-einen-geldautomaten-in-der-naehe","de.lex.gibt-es-einen-geldautomaten-in-der-naehe"
"de.phrase.glatte-haare","de.lex.glatte-haare"
"de.phrase.graue-haare","de.lex.graue-haare"
"de.phrase.groesser-als","de.lex.groesser-als"
"de.phrase.gross-groesser-am-groessten","de.lex.gross-groesser-am-groessten"
"de.phrase.gross-hochgewachsen","de.lex.gross-hochgewachsen"
"de.phrase.gruen-vor-neid-sein","de.lex.gruen-vor-neid-sein"
"de.phrase.gut-besser-am-besten","de.lex.gut-besser-am-besten"
"de.phrase.gut-gemacht","de.lex.gut-gemacht"
"de.phrase.gute-besserung","de.lex.gute-besserung"
"de.phrase.gute-laune-haben","de.lex.gute-laune-haben"
"de.phrase.gute-nacht","de.lex.gute-nacht"
"de.phrase.guten-abend","de.lex.guten-abend"
"de.phrase.guten-appetit","de.lex.guten-appetit"
"de.phrase.guten-morgen","de.lex.guten-morgen"
"de.phrase.guten-tag.good-afternoon","de.lex.guten-tag"
"de.phrase.guten-tag.good-day","de.lex.guten-tag-2"
"de.phrase.guten-tag.hello-good-day","de.lex.guten-tag-2"
"de.phrase.haben-gehabt","de.lex.haben-gehabt"
"de.phrase.haben-sie-allergien","de.lex.haben-sie-allergien"
"de.phrase.haben-sie-das-in-einer-groesseren-groesse","de.lex.haben-sie-das-in-einer-groesseren-groesse"
"de.phrase.haben-sie-einen-stadtplan","de.lex.haben-sie-einen-stadtplan"
"de.phrase.hals-und-beinbruch","de.lex.hals-und-beinbruch"
"de.phrase.halten-gehalten","de.lex.halten-gehalten"
"de.phrase.harte-arbeit-zahlt-sich-aus","de.lex.harte-arbeit-zahlt-sich-aus"
"de.phrase.hast-du-gegessen","de.lex.hast-du-gegessen"
"de.phrase.hast-du-versucht-es-aus-und-einzuschalten","de.lex.hast-du-versucht-es-aus-und-einzuschalten"
"de.phrase.hast-du-zeit","de.lex.hast-du-zeit"
"de.phrase.hattest-du-einen-guten-tag","de.lex.hattest-du-einen-guten-tag"
"de.phrase.helfen-geholfen","de.lex.helfen-geholfen"
"de.phrase.helft-mir","de.lex.helft-mir"
"de.phrase.herzlichen-glueckwunsch","de.lex.herzlichen-glueckwunsch"
"de.phrase.hier-tut-es-weh","de.lex.hier-tut-es-weh"
"de.phrase.hilf-mir","de.lex.hilf-mir"
"de.phrase.hinter-dativ","de.lex.hinter-dativ"
"de.phrase.hinter-dem-mond-leben","de.lex.hinter-dem-mond-leben"
"de.phrase.hoch-hoeher-am-hoechsten","de.lex.hoch-hoeher-am-hoechsten"
"de.phrase.hochdeutsch-standarddeutsch","de.lex.hochdeutsch-standarddeutsch"
"de.phrase.hoer-auf","de.lex.hoer-auf"
"de.phrase.hoer-zu","de.lex.hoer-zu"
"de.phrase.ich-ass","de.lex.ich-ass"
"de.phrase.ich-begann","de.lex.ich-begann"
"de.phrase.ich-bin","de.lex.ich-bin"
"de.phrase.ich-bin-anderer-meinung","de.lex.ich-bin-anderer-meinung"
"de.phrase.ich-bin-angekommen","de.lex.ich-bin-angekommen"
"de.phrase.ich-bin-dagegen-allergisch","de.lex.ich-bin-dagegen-allergisch"
"de.phrase.ich-bin-erschoepft","de.lex.ich-bin-erschoepft"
"de.phrase.ich-bin-fest-davon-ueberzeugt-dass","de.lex.ich-bin-fest-davon-ueberzeugt-dass"
"de.phrase.ich-bin-geblieben","de.lex.ich-bin-geblieben"
"de.phrase.ich-bin-gefahren","de.lex.ich-bin-gefahren"
"de.phrase.ich-bin-gefallen","de.lex.ich-bin-gefallen"
"de.phrase.ich-bin-geflogen","de.lex.ich-bin-geflogen"
"de.phrase.ich-bin-gegangen","de.lex.ich-bin-gegangen"
"de.phrase.ich-bin-gekommen","de.lex.ich-bin-gekommen"
"de.phrase.ich-bin-gleich-zurueck","de.lex.ich-bin-gleich-zurueck"
"de.phrase.ich-bin-gluecklich","de.lex.ich-bin-gluecklich"
"de.phrase.ich-bin-in-fuenf-minuten-da","de.lex.ich-bin-in-fuenf-minuten-da"
"de.phrase.ich-bin-muede.i-am-tired","de.lex.ich-bin-muede.i-am-tired"
"de.phrase.ich-bin-muede.i-m-tired","de.lex.ich-bin-muede.i-m-tired"
"de.phrase.ich-bin-nicht-sicher","de.lex.ich-bin-nicht-sicher"
"de.phrase.ich-bin-noch-nicht-ueberzeugt","de.lex.ich-bin-noch-nicht-ueberzeugt"
"de.phrase.ich-bin-spaet-zurueckgekommen","de.lex.ich-bin-spaet-zurueckgekommen"
"de.phrase.ich-bin-stammkunde","de.lex.ich-bin-stammkunde"
"de.phrase.ich-bin-stolz-auf-dich","de.lex.ich-bin-stolz-auf-dich"
"de.phrase.ich-bin-vegetarier-vegetarierin","de.lex.ich-bin-vegetarier-vegetarierin"
"de.phrase.ich-biss","de.lex.ich-biss"
"de.phrase.ich-bleibe-zu-hause","de.lex.ich-bleibe-zu-hause"
"de.phrase.ich-brach","de.lex.ich-brach"
"de.phrase.ich-brachte","de.lex.ich-brachte"
"de.phrase.ich-brauche","de.lex.ich-brauche"
"de.phrase.ich-brauche-ein-rezept","de.lex.ich-brauche-ein-rezept"
"de.phrase.ich-brauche-eine-fahrkarte","de.lex.ich-brauche-eine-fahrkarte"
"de.phrase.ich-brauche-einen-arzt","de.lex.ich-brauche-einen-arzt"
"de.phrase.ich-brauche-einen-moment","de.lex.ich-brauche-einen-moment"
"de.phrase.ich-brauche-hilfe","de.lex.ich-brauche-hilfe"
"de.phrase.ich-brauche-klarheit","de.lex.ich-brauche-klarheit"
"de.phrase.ich-brauche-kurz-frische-luft","de.lex.ich-brauche-kurz-frische-luft"
"de.phrase.ich-brauche-wasser","de.lex.ich-brauche-wasser"
"de.phrase.ich-dachte","de.lex.ich-dachte"
"de.phrase.ich-darf","de.lex.ich-darf"
"de.phrase.ich-denke-darueber-nach","de.lex.ich-denke-darueber-nach"
"de.phrase.ich-denke-dass","de.lex.ich-denke-dass"
"de.phrase.ich-denke-dass-er-muede-ist","de.lex.ich-denke-dass-er-muede-ist"
"de.phrase.ich-durfte","de.lex.ich-durfte"
"de.phrase.ich-erinnere-mich-an-ihn","de.lex.ich-erinnere-mich-an-ihn"
"de.phrase.ich-erzaehlte-ich-sagte","de.lex.ich-erzaehlte-ich-sagte"
"de.phrase.ich-esse","de.lex.ich-esse"
"de.phrase.ich-fahre","de.lex.ich-fahre"
"de.phrase.ich-falle","de.lex.ich-falle"
"de.phrase.ich-fand","de.lex.ich-fand"
"de.phrase.ich-fange-jetzt-an","de.lex.ich-fange-jetzt-an"
"de.phrase.ich-fiel","de.lex.ich-fiel"
"de.phrase.ich-flog","de.lex.ich-flog"
"de.phrase.ich-freue-mich-auf-ihre-antwort","de.lex.ich-freue-mich-auf-ihre-antwort"
"de.phrase.ich-freue-mich-darauf.i-am-looking-forward-to-","de.lex.ich-freue-mich-darauf.i-am-looking-forward-to-it"
"de.phrase.ich-freue-mich-darauf.i-am-looking-forward-to-it","de.lex.ich-freue-mich-darauf.i-am-looking-forward-to-it"
"de.phrase.ich-freue-mich-darauf.i-m-looking-forward-to-i","de.lex.ich-freue-mich-darauf.i-m-looking-forward-to-it"
"de.phrase.ich-freue-mich-darauf.i-m-looking-forward-to-it","de.lex.ich-freue-mich-darauf.i-m-looking-forward-to-it"
"de.phrase.ich-fuehle-mich-heute-grossartig","de.lex.ich-fuehle-mich-heute-grossartig"
"de.phrase.ich-fuehle-mich-krank","de.lex.ich-fuehle-mich-krank"
"de.phrase.ich-fuehle-mich-nicht-wohl","de.lex.ich-fuehle-mich-nicht-wohl"
"de.phrase.ich-fuhr","de.lex.ich-fuhr"
"de.phrase.ich-gab","de.lex.ich-gab"
"de.phrase.ich-gebe","de.lex.ich-gebe"
"de.phrase.ich-gehe-frueh-ins-bett","de.lex.ich-gehe-frueh-ins-bett"
"de.phrase.ich-gehe-jeden-morgen-joggen","de.lex.ich-gehe-jeden-morgen-joggen"
"de.phrase.ich-gewann","de.lex.ich-gewann"
"de.phrase.ich-ging","de.lex.ich-ging"
"de.phrase.ich-glaube-dir","de.lex.ich-glaube-dir"
"de.phrase.ich-habe","de.lex.ich-habe"
"de.phrase.ich-habe-angst-davor","de.lex.ich-habe-angst-davor"
"de.phrase.ich-habe-das-missverstanden","de.lex.ich-habe-das-missverstanden"
"de.phrase.ich-habe-durst","de.lex.ich-habe-durst"
"de.phrase.ich-habe-eine-frage-zu-meiner-rechnung","de.lex.ich-habe-eine-frage-zu-meiner-rechnung"
"de.phrase.ich-habe-eine-reservierung","de.lex.ich-habe-eine-reservierung"
"de.phrase.ich-habe-einen-gutschein","de.lex.ich-habe-einen-gutschein"
"de.phrase.ich-habe-einen-termin-um-15-uhr","de.lex.ich-habe-einen-termin-um-15-uhr"
"de.phrase.ich-habe-es-eilig.i-am-in-a-hurry","de.lex.ich-habe-es-eilig.i-am-in-a-hurry"
"de.phrase.ich-habe-es-eilig.i-m-in-a-hurry","de.lex.ich-habe-es-eilig.i-m-in-a-hurry"
"de.phrase.ich-habe-gearbeitet","de.lex.ich-habe-gearbeitet"
"de.phrase.ich-habe-gedacht","de.lex.ich-habe-gedacht"
"de.phrase.ich-habe-gegessen.i-have-eaten","de.lex.ich-habe-gegessen"
"de.phrase.ich-habe-gegessen.i-have-eaten-2","de.lex.ich-habe-gegessen-2"
"de.phrase.ich-habe-gegessen.i-have-eaten-perfekt","de.lex.ich-habe-gegessen"
"de.phrase.ich-habe-gegessen.i-have-eaten-perfekt-2","de.lex.ich-habe-gegessen"
"de.phrase.ich-habe-gerade-keine-lust","de.lex.ich-habe-gerade-keine-lust"
"de.phrase.ich-habe-geschlafen","de.lex.ich-habe-geschlafen"
"de.phrase.ich-habe-geschrieben","de.lex.ich-habe-geschrieben"
"de.phrase.ich-habe-gesehen","de.lex.ich-habe-gesehen"
"de.phrase.ich-habe-gesprochen","de.lex.ich-habe-gesprochen"
"de.phrase.ich-habe-hunger.i-am-hungry","de.lex.ich-habe-hunger.i-am-hungry"
"de.phrase.ich-habe-hunger.i-m-hungry","de.lex.ich-habe-hunger.i-m-hungry"
"de.phrase.ich-habe-kein-bargeld","de.lex.ich-habe-kein-bargeld"
"de.phrase.ich-habe-keine-ahnung","de.lex.ich-habe-keine-ahnung"
"de.phrase.ich-habe-keine-zeit","de.lex.ich-habe-keine-zeit"
"de.phrase.ich-habe-meine-geldboerse-vergessen","de.lex.ich-habe-meine-geldboerse-vergessen"
"de.phrase.ich-habe-meinen-reisepass-verloren","de.lex.ich-habe-meinen-reisepass-verloren"
"de.phrase.ich-habe-mich-gewaschen","de.lex.ich-habe-mich-gewaschen"
"de.phrase.ich-habe-mich-verlaufen","de.lex.ich-habe-mich-verlaufen"
"de.phrase.ich-habe-zeit","de.lex.ich-habe-zeit"
"de.phrase.ich-haette","de.lex.ich-haette"
"de.phrase.ich-haette-das-sagen-sollen","de.lex.ich-haette-das-sagen-sollen"
"de.phrase.ich-haette-gern-ein-bier","de.lex.ich-haette-gern-ein-bier"
"de.phrase.ich-haette-gern-einen-kaffee","de.lex.ich-haette-gern-einen-kaffee"
"de.phrase.ich-half","de.lex.ich-half"
"de.phrase.ich-halte","de.lex.ich-halte"
"de.phrase.ich-hatte","de.lex.ich-hatte"
"de.phrase.ich-hatte-viel-zu-tun","de.lex.ich-hatte-viel-zu-tun"
"de.phrase.ich-heisse-mein-name-ist","de.lex.ich-heisse-mein-name-ist"
"de.phrase.ich-heisse-oliver","de.lex.ich-heisse-oliver"
"de.phrase.ich-helfe","de.lex.ich-helfe"
"de.phrase.ich-hielt","de.lex.ich-hielt"
"de.phrase.ich-hoere-jetzt-auf","de.lex.ich-hoere-jetzt-auf"
"de.phrase.ich-interessiere-mich-fuer-kunst","de.lex.ich-interessiere-mich-fuer-kunst"
"de.phrase.ich-kam","de.lex.ich-kam"
"de.phrase.ich-kann","de.lex.ich-kann"
"de.phrase.ich-kann-bleiben","de.lex.ich-kann-bleiben"
"de.phrase.ich-kann-deine-gedanken-nicht-lesen","de.lex.ich-kann-deine-gedanken-nicht-lesen"
"de.phrase.ich-kann-es-nicht-glauben","de.lex.ich-kann-es-nicht-glauben"
"de.phrase.ich-kann-schwimmen","de.lex.ich-kann-schwimmen"
"de.phrase.ich-kann-sie-nicht-sehr-gut-hoeren","de.lex.ich-kann-sie-nicht-sehr-gut-hoeren"
"de.phrase.ich-koennte","de.lex.ich-koennte"
"de.phrase.ich-komme-aus-ungarn.i-am-from-hungary","de.lex.ich-komme-aus-ungarn.i-am-from-hungary"
"de.phrase.ich-komme-aus-ungarn.i-m-from-hungary","de.lex.ich-komme-aus-ungarn.i-m-from-hungary"
"de.phrase.ich-komme-mit","de.lex.ich-komme-mit"
"de.phrase.ich-komme-zurueck","de.lex.ich-komme-zurueck"
"de.phrase.ich-konnte","de.lex.ich-konnte"
"de.phrase.ich-laeutete-ich-rief-an","de.lex.ich-laeutete-ich-rief-an"
"de.phrase.ich-las","de.lex.ich-las"
"de.phrase.ich-laufe","de.lex.ich-laufe"
"de.phrase.ich-lehrte-ich-unterrichtete","de.lex.ich-lehrte-ich-unterrichtete"
"de.phrase.ich-lerne-deutsch","de.lex.ich-lerne-deutsch"
"de.phrase.ich-lese","de.lex.ich-lese"
"de.phrase.ich-lese-gerne","de.lex.ich-lese-gerne"
"de.phrase.ich-liebe-es-zu-kochen","de.lex.ich-liebe-es-zu-kochen"
"de.phrase.ich-lief","de.lex.ich-lief"
"de.phrase.ich-mache-dir-keinen-vorwurf","de.lex.ich-mache-dir-keinen-vorwurf"
"de.phrase.ich-mag","de.lex.ich-mag"
"de.phrase.ich-meine","de.lex.ich-meine"
"de.phrase.ich-moechte","de.lex.ich-moechte"
"de.phrase.ich-moechte-das-anprobieren","de.lex.ich-moechte-das-anprobieren"
"de.phrase.ich-moechte-das-zurueckgeben","de.lex.ich-moechte-das-zurueckgeben"
"de.phrase.ich-moechte-dich-verstehen","de.lex.ich-moechte-dich-verstehen"
"de.phrase.ich-moechte-ehrlich-sein","de.lex.ich-moechte-ehrlich-sein"
"de.phrase.ich-moechte-ein-konto-eroeffnen","de.lex.ich-moechte-ein-konto-eroeffnen"
"de.phrase.ich-moechte-eine-bewertung-hinterlassen","de.lex.ich-moechte-eine-bewertung-hinterlassen"
"de.phrase.ich-moechte-eine-rueckerstattung","de.lex.ich-moechte-eine-rueckerstattung"
"de.phrase.ich-moechte-etwas-fragen","de.lex.ich-moechte-etwas-fragen"
"de.phrase.ich-moechte-mein-visum-verlaengern","de.lex.ich-moechte-mein-visum-verlaengern"
"de.phrase.ich-moechte-mich-abmelden","de.lex.ich-moechte-mich-abmelden"
"de.phrase.ich-moechte-mich-anmelden","de.lex.ich-moechte-mich-anmelden"
"de.phrase.ich-moechte-mich-nach-erkundigen","de.lex.ich-moechte-mich-nach-erkundigen"
"de.phrase.ich-moechte-mich-um-eine-stelle-bewerben","de.lex.ich-moechte-mich-um-eine-stelle-bewerben"
"de.phrase.ich-moechte-nicht-hinterherrennen","de.lex.ich-moechte-nicht-hinterherrennen"
"de.phrase.ich-moechte-nichts-erzwingen","de.lex.ich-moechte-nichts-erzwingen"
"de.phrase.ich-moechte.i-would-like","de.lex.ich-moechte"
"de.phrase.ich-moechte.i-would-like-2","de.lex.ich-moechte"
"de.phrase.ich-muesste","de.lex.ich-muesste"
"de.phrase.ich-muss","de.lex.ich-muss"
"de.phrase.ich-muss-darueber-nachdenken","de.lex.ich-muss-darueber-nachdenken"
"de.phrase.ich-muss-einen-tag-freinehmen","de.lex.ich-muss-einen-tag-freinehmen"
"de.phrase.ich-muss-gehen","de.lex.ich-muss-gehen"
"de.phrase.ich-muss-zum-arzt","de.lex.ich-muss-zum-arzt"
"de.phrase.ich-musste","de.lex.ich-musste"
"de.phrase.ich-nahm","de.lex.ich-nahm"
"de.phrase.ich-nehme","de.lex.ich-nehme"
"de.phrase.ich-nehme-es","de.lex.ich-nehme-es"
"de.phrase.ich-rief","de.lex.ich-rief"
"de.phrase.ich-rufe-dich-an","de.lex.ich-rufe-dich-an"
"de.phrase.ich-sah","de.lex.ich-sah"
"de.phrase.ich-sang","de.lex.ich-sang"
"de.phrase.ich-sass","de.lex.ich-sass"
"de.phrase.ich-schlafe","de.lex.ich-schlafe"
"de.phrase.ich-schlief","de.lex.ich-schlief"
"de.phrase.ich-schloss","de.lex.ich-schloss"
"de.phrase.ich-schlug","de.lex.ich-schlug"
"de.phrase.ich-schnitt","de.lex.ich-schnitt"
"de.phrase.ich-schreibe-das-wort-auf","de.lex.ich-schreibe-das-wort-auf"
"de.phrase.ich-schreibe-ihnen-bezueglich","de.lex.ich-schreibe-ihnen-bezueglich"
"de.phrase.ich-schrieb","de.lex.ich-schrieb"
"de.phrase.ich-schuettelte","de.lex.ich-schuettelte"
"de.phrase.ich-schwamm","de.lex.ich-schwamm"
"de.phrase.ich-sehe","de.lex.ich-sehe"
"de.phrase.ich-sehe-das-anders.i-see-it-differently","de.lex.ich-sehe-das-anders.i-see-it-differently"
"de.phrase.ich-sehe-das-anders.i-see-this-differently","de.lex.ich-sehe-das-anders.i-see-this-differently"
"de.phrase.ich-soll","de.lex.ich-soll"
"de.phrase.ich-sollte-jetzt-nicht-reagieren","de.lex.ich-sollte-jetzt-nicht-reagieren"
"de.phrase.ich-sollte.i-should","de.lex.ich-sollte.i-should"
"de.phrase.ich-sollte.i-should-ought-to","de.lex.ich-sollte.i-should"
"de.phrase.ich-sollte.i-was-supposed-to","de.lex.ich-sollte.i-was-supposed-to"
"de.phrase.ich-sprach","de.lex.ich-sprach"
"de.phrase.ich-spreche","de.lex.ich-spreche"
"de.phrase.ich-spreche-darueber","de.lex.ich-spreche-darueber"
"de.phrase.ich-spreche-ein-bisschen-deutsch","de.lex.ich-spreche-ein-bisschen-deutsch"
"de.phrase.ich-stahl","de.lex.ich-stahl"
"de.phrase.ich-stand","de.lex.ich-stand"
"de.phrase.ich-stieg","de.lex.ich-stieg"
"de.phrase.ich-stimme-dir-teilweise-zu","de.lex.ich-stimme-dir-teilweise-zu"
"de.phrase.ich-stimme-dir-zu","de.lex.ich-stimme-dir-zu"
"de.phrase.ich-stimme-zu","de.lex.ich-stimme-zu"
"de.phrase.ich-suche","de.lex.ich-suche"
"de.phrase.ich-suche-diese-adresse","de.lex.ich-suche-diese-adresse"
"de.phrase.ich-traf","de.lex.ich-traf"
"de.phrase.ich-trage","de.lex.ich-trage"
"de.phrase.ich-trank","de.lex.ich-trank"
"de.phrase.ich-treffe","de.lex.ich-treffe"
"de.phrase.ich-trug.i-carried","de.lex.ich-trug.i-carried"
"de.phrase.ich-trug.i-wore","de.lex.ich-trug.i-wore"
"de.phrase.ich-verbrachte-ich-gab-aus","de.lex.ich-verbrachte-ich-gab-aus"
"de.phrase.ich-verkaufte","de.lex.ich-verkaufte"
"de.phrase.ich-verletzte","de.lex.ich-verletzte"
"de.phrase.ich-verliess","de.lex.ich-verliess"
"de.phrase.ich-verlor","de.lex.ich-verlor"
"de.phrase.ich-versteckte-ich-verbarg","de.lex.ich-versteckte-ich-verbarg"
"de.phrase.ich-verstehe-ach-so","de.lex.ich-verstehe-ach-so"
"de.phrase.ich-verstehe-dich","de.lex.ich-verstehe-dich"
"de.phrase.ich-verstehe-nicht.i-do-not-understand","de.lex.ich-verstehe-nicht.i-do-not-understand"
"de.phrase.ich-verstehe-nicht.i-don-t-understand","de.lex.ich-verstehe-nicht.i-don-t-understand"
"de.phrase.ich-verstehe-was-du-meinst","de.lex.ich-verstehe-was-du-meinst"
"de.phrase.ich-verstehe-woher-sie-kommen","de.lex.ich-verstehe-woher-sie-kommen"
"de.phrase.ich-versuche-ruhig-zu-bleiben","de.lex.ich-versuche-ruhig-zu-bleiben"
"de.phrase.ich-versuche-zucker-zu-vermeiden","de.lex.ich-versuche-zucker-zu-vermeiden"
"de.phrase.ich-waehlte-ich-erkor","de.lex.ich-waehlte-ich-erkor"
"de.phrase.ich-waere","de.lex.ich-waere"
"de.phrase.ich-waere-dankbar-wenn-sie","de.lex.ich-waere-dankbar-wenn-sie"
"de.phrase.ich-war","de.lex.ich-war"
"de.phrase.ich-war-im-buero","de.lex.ich-war-im-buero"
"de.phrase.ich-warf","de.lex.ich-warf"
"de.phrase.ich-warte-auf-dich","de.lex.ich-warte-auf-dich"
"de.phrase.ich-warte-seit-einer-stunde","de.lex.ich-warte-seit-einer-stunde"
"de.phrase.ich-wasche","de.lex.ich-wasche"
"de.phrase.ich-weiss","de.lex.ich-weiss"
"de.phrase.ich-weiss-dass-er-muede-ist","de.lex.ich-weiss-dass-er-muede-ist"
"de.phrase.ich-weiss-dass-sie-kommt","de.lex.ich-weiss-dass-sie-kommt"
"de.phrase.ich-weiss-nicht-ob-er-kommt","de.lex.ich-weiss-nicht-ob-er-kommt"
"de.phrase.ich-werde","de.lex.ich-werde"
"de.phrase.ich-werde-darueber-nachdenken","de.lex.ich-werde-darueber-nachdenken"
"de.phrase.ich-werde-mich-diesbezueglich-bei-dir-melden","de.lex.ich-werde-mich-diesbezueglich-bei-dir-melden"
"de.phrase.ich-werfe","de.lex.ich-werfe"
"de.phrase.ich-will","de.lex.ich-will"
"de.phrase.ich-will-es-verstehen","de.lex.ich-will-es-verstehen"
"de.phrase.ich-will-mir-da-nicht-zu-viele-gedanken-machen.i-do-not-want-to-overthi","de.lex.ich-will-mir-da-nicht-zu-viele-gedanken-machen.i-do-not-want-to-overthink-this"
"de.phrase.ich-will-mir-da-nicht-zu-viele-gedanken-machen.i-do-not-want-to-overthi-2","de.lex.ich-will-mir-da-nicht-zu-viele-gedanken-machen.i-do-not-want-to-overthink-it"
"de.phrase.ich-will-mir-da-nicht-zu-viele-gedanken-machen.i-do-not-want-to-overthink-it","de.lex.ich-will-mir-da-nicht-zu-viele-gedanken-machen.i-do-not-want-to-overthink-this"
"de.phrase.ich-will-mir-da-nicht-zu-viele-gedanken-machen.i-do-not-want-to-overthink-this","de.lex.ich-will-mir-da-nicht-zu-viele-gedanken-machen.i-do-not-want-to-overthink-this"
"de.phrase.ich-wohne-in-berlin","de.lex.ich-wohne-in-berlin"
"de.phrase.ich-wollte","de.lex.ich-wollte"
"de.phrase.ich-wuchs","de.lex.ich-wuchs"
"de.phrase.ich-wuenschte-ich-koennte-fliegen","de.lex.ich-wuenschte-ich-koennte-fliegen"
"de.phrase.ich-wuerde-gehen","de.lex.ich-wuerde-gehen"
"de.phrase.ich-wuerde-kaufen","de.lex.ich-wuerde-kaufen"
"de.phrase.ich-wuerde-lieber","de.lex.ich-wuerde-lieber"
"de.phrase.ich-wuerde-mit-der-struktur-anfangen","de.lex.ich-wuerde-mit-der-struktur-anfangen"
"de.phrase.ich-wuerde-reisen-wenn-ich-geld-haette","de.lex.ich-wuerde-reisen-wenn-ich-geld-haette"
"de.phrase.ich-wuerde-sagen-dass","de.lex.ich-wuerde-sagen-dass"
"de.phrase.ich-wurde","de.lex.ich-wurde"
"de.phrase.ich-wurde-bestohlen","de.lex.ich-wurde-bestohlen"
"de.phrase.ich-wusste","de.lex.ich-wusste"
"de.phrase.ich-zahle-es-dir-morgen-zurueck","de.lex.ich-zahle-es-dir-morgen-zurueck"
"de.phrase.ihr-habt","de.lex.ihr-habt"
"de.phrase.ihr-seid","de.lex.ihr-seid"
"de.phrase.ihr-wart","de.lex.ihr-wart"
"de.phrase.im-allgemeinen","de.lex.im-allgemeinen"
"de.phrase.im-anhang-finden-sie","de.lex.im-anhang-finden-sie"
"de.phrase.im-ausland","de.lex.im-ausland"
"de.phrase.im-erdgeschoss","de.lex.im-erdgeschoss"
"de.phrase.im-ernst","de.lex.im-ernst"
"de.phrase.im-fruehling","de.lex.im-fruehling"
"de.phrase.im-gleichen-boot-sitzen","de.lex.im-gleichen-boot-sitzen"
"de.phrase.im-januar","de.lex.im-januar"
"de.phrase.im-nebensatz-verb-geht-ans-ende","de.lex.im-nebensatz-verb-geht-ans-ende"
"de.phrase.im-norden-deutschlands","de.lex.im-norden-deutschlands"
"de.phrase.im-siebten-himmel-sein","de.lex.im-siebten-himmel-sein"
"de.phrase.im-stadtzentrum","de.lex.im-stadtzentrum"
"de.phrase.im-sueden-oesterreichs","de.lex.im-sueden-oesterreichs"
"de.phrase.im-zweiten-stock","de.lex.im-zweiten-stock"
"de.phrase.in-10-minuten","de.lex.in-10-minuten"
"de.phrase.in-akkusativ","de.lex.in-akkusativ"
"de.phrase.in-das-ins","de.lex.in-das-ins"
"de.phrase.in-dativ","de.lex.in-dativ"
"de.phrase.in-dem-im","de.lex.in-dem-im"
"de.phrase.in-den-bergen","de.lex.in-den-bergen"
"de.phrase.in-den-sauren-apfel-beissen","de.lex.in-den-sauren-apfel-beissen"
"de.phrase.in-den-urlaub-fahren","de.lex.in-den-urlaub-fahren"
"de.phrase.in-den-vororten","de.lex.in-den-vororten"
"de.phrase.in-der-ecke","de.lex.in-der-ecke"
"de.phrase.in-der-mitte","de.lex.in-der-mitte"
"de.phrase.in-der-naehe","de.lex.in-der-naehe"
"de.phrase.in-der-zwischenzeit","de.lex.in-der-zwischenzeit"
"de.phrase.in-kontakt-bleiben","de.lex.in-kontakt-bleiben"
"de.phrase.in-rente-gehen","de.lex.in-rente-gehen"
"de.phrase.in-zwei-tagen","de.lex.in-zwei-tagen"
"de.phrase.ins-bett-gehen","de.lex.ins-bett-gehen"
"de.phrase.ins-fettnaepfchen-treten","de.lex.ins-fettnaepfchen-treten"
"de.phrase.ist-alles-in-ordnung","de.lex.ist-alles-in-ordnung"
"de.phrase.ist-das-frei","de.lex.ist-das-frei"
"de.phrase.ist-das-fruehstueck-inbegriffen","de.lex.ist-das-fruehstueck-inbegriffen"
"de.phrase.ist-das-museum-heute-geoeffnet","de.lex.ist-das-museum-heute-geoeffnet"
"de.phrase.ist-dieser-platz-besetzt","de.lex.ist-dieser-platz-besetzt"
"de.phrase.ist-dieses-formular-richtig","de.lex.ist-dieses-formular-richtig"
"de.phrase.ist-es-weit-von-hier","de.lex.ist-es-weit-von-hier"
"de.phrase.ist-sie-hier","de.lex.ist-sie-hier"
"de.phrase.jaenner-statt-januar","de.lex.jaenner-statt-januar"
"de.phrase.je-frueher-desto-besser","de.lex.je-frueher-desto-besser"
"de.phrase.je-mehr-du-uebst-desto-besser","de.lex.je-mehr-du-uebst-desto-besser"
"de.phrase.jede-woche","de.lex.jede-woche"
"de.phrase.jeden-tag","de.lex.jeden-tag"
"de.phrase.jeder-alle","de.lex.jeder-alle"
"de.phrase.jedes-jahr","de.lex.jedes-jahr"
"de.phrase.jedes-unglueck-hat-auch-sein-gutes","de.lex.jedes-unglueck-hat-auch-sein-gutes"
"de.phrase.jedoch-allerdings","de.lex.jedoch-allerdings"
"de.phrase.jemandem-die-kalte-schulter-zeigen","de.lex.jemandem-die-kalte-schulter-zeigen"
"de.phrase.jemanden-auf-den-arm-nehmen","de.lex.jemanden-auf-den-arm-nehmen"
"de.phrase.jetzt-oder-nie","de.lex.jetzt-oder-nie"
"de.phrase.joggen-gehen","de.lex.joggen-gehen"
"de.phrase.jung-juenger-am-juengsten","de.lex.jung-juenger-am-juengsten"
"de.phrase.kahl-glatzkoepfig","de.lex.kahl-glatzkoepfig"
"de.phrase.kalte-fuesse-bekommen","de.lex.kalte-fuesse-bekommen"
"de.phrase.kann-ich-bar-zahlen","de.lex.kann-ich-bar-zahlen"
