"old_lexeme_id","canonical_lexeme_id"
"de.noun.ruecken","de.lex.ruecken"
"de.noun.ruecken.back","de.lex.ruecken"
"de.noun.ruecken.back-body","de.lex.ruecken"
"de.noun.rueckerstattung","de.lex.rueckerstattung"
"de.noun.rueckfahrkarte","de.lex.rueckfahrkarte"
"de.noun.rueckgabebedingungen","de.lex.rueckgabebedingungen"
"de.noun.sache","de.lex.sache"
"de.noun.saege","de.lex.saege"
"de.noun.saenger","de.lex.saenger"
"de.noun.saeule","de.lex.saeule"
"de.noun.saft","de.lex.saft"
"de.noun.salat.lettuce","de.lex.salat.lettuce"
"de.noun.salat.lettuce-2","de.lex.salat.lettuce-2"
"de.noun.salat.salad","de.lex.salat.lettuce"
"de.noun.salat.salad-lettuce","de.lex.salat.lettuce"
"de.noun.salbe","de.lex.salbe"
"de.noun.salz","de.lex.salz"
"de.noun.samstag","de.lex.samstag"
"de.noun.sand","de.lex.sand"
"de.noun.sattel","de.lex.sattel"
"de.noun.satz","de.lex.satz"
"de.noun.sauerkraut","de.lex.sauerkraut"
"de.noun.schach","de.lex.schach"
"de.noun.schachtel","de.lex.schachtel"
"de.noun.schaf","de.lex.schaf"
"de.noun.schal","de.lex.schal"
"de.noun.scham","de.lex.scham"
"de.noun.schatz","de.lex.schatz"
"de.noun.schau","de.lex.schau"
"de.noun.schauspieler","de.lex.schauspieler"
"de.noun.scheinwerfer","de.lex.scheinwerfer"
"de.noun.schere","de.lex.schere"
"de.noun.schiedsrichter","de.lex.schiedsrichter"
"de.noun.schiff","de.lex.schiff"
"de.noun.schildkroete","de.lex.schildkroete"
"de.noun.schildkroete.turtle","de.lex.schildkroete"
"de.noun.schildkroete.turtle-tortoise","de.lex.schildkroete"
"de.noun.schinken","de.lex.schinken"
"de.noun.schirm","de.lex.schirm"
"de.noun.schlaf","de.lex.schlaf"
"de.noun.schlaf.sleep","de.lex.schlaf"
"de.noun.schlaf.sleep-noun","de.lex.schlaf"
"de.noun.schlafanzug","de.lex.schlafanzug"
"de.noun.schlafzimmer","de.lex.schlafzimmer"
"de.noun.schlagzeug","de.lex.schlagzeug"
"de.noun.schlange","de.lex.schlange"
"de.noun.schlitten","de.lex.schlitten"
"de.noun.schloss","de.lex.schloss"
"de.noun.schluessel","de.lex.schluessel"
"de.noun.schlussfolgerung","de.lex.schlussfolgerung"
"de.noun.schmerz","de.lex.schmerz"
"de.noun.schmetterling","de.lex.schmetterling"
"de.noun.schmied","de.lex.schmied"
"de.noun.schnaeppchen","de.lex.schnaeppchen"
"de.noun.schnecke","de.lex.schnecke"
"de.noun.schnee","de.lex.schnee"
"de.noun.schnitzel","de.lex.schnitzel"
"de.noun.schnurrbart","de.lex.schnurrbart"
"de.noun.schokolade","de.lex.schokolade"
"de.noun.schrank","de.lex.schrank"
"de.noun.schraube","de.lex.schraube"
"de.noun.schraubenzieher","de.lex.schraubenzieher"
"de.noun.schrecken","de.lex.schrecken"
"de.noun.schreibtisch","de.lex.schreibtisch"
"de.noun.schriftsteller","de.lex.schriftsteller"
"de.noun.schritt","de.lex.schritt"
"de.noun.schublade","de.lex.schublade"
"de.noun.schueler","de.lex.schueler"
"de.noun.schuessel","de.lex.schuessel"
"de.noun.schuh","de.lex.schuh"
"de.noun.schuhe","de.lex.schuhe"
"de.noun.schuld","de.lex.schuld"
"de.noun.schuld.debt-guilt","de.lex.schuld"
"de.noun.schuld.guilt","de.lex.schuld"
"de.noun.schulden","de.lex.schulden"
"de.noun.schule","de.lex.schule"
"de.noun.schulter","de.lex.schulter"
"de.noun.schuss","de.lex.schuss"
"de.noun.schwalbe","de.lex.schwalbe"
"de.noun.schwan","de.lex.schwan"
"de.noun.schwarzbrot","de.lex.schwarzbrot"
"de.noun.schwein","de.lex.schwein"
"de.noun.schweinefleisch","de.lex.schweinefleisch"
"de.noun.schweiss","de.lex.schweiss"
"de.noun.schwerkraft","de.lex.schwerkraft"
"de.noun.schwert","de.lex.schwert"
"de.noun.schwester","de.lex.schwester"
"de.noun.schwimmbad","de.lex.schwimmbad"
"de.noun.schwimmen","de.lex.schwimmen.swimming"
"de.noun.schwimmen.swimming","de.lex.schwimmen.swimming"
"de.noun.screenshot","de.lex.screenshot"
"de.noun.see.lake","de.lex.see.lake"
"de.noun.see.poetic","de.lex.see.poetic"
"de.noun.see.sea-formal-poetic","de.lex.see.poetic"
"de.noun.see.sea-lake-die-see-sea","de.lex.see.lake"
"de.noun.seele","de.lex.seele"
"de.noun.segel","de.lex.segel"
"de.noun.seide","de.lex.seide"
"de.noun.seife","de.lex.seife"
"de.noun.seil","de.lex.seil"
"de.noun.seite.page","de.lex.seite.page"
"de.noun.seite.side","de.lex.seite.side"
"de.noun.seite.side-page","de.lex.seite.page"
"de.noun.seite.the-side","de.lex.seite.side"
"de.noun.sekunde","de.lex.sekunde"
"de.noun.sekunde.second-time","de.lex.sekunde"
"de.noun.sekunde.second-unit-of-time","de.lex.sekunde"
"de.noun.selbstvertrauen","de.lex.selbstvertrauen"
"de.noun.selbstwertgefuehl","de.lex.selbstwertgefuehl"
"de.noun.semester","de.lex.semester"
"de.noun.seminar","de.lex.seminar"
"de.noun.sendungsnummer","de.lex.sendungsnummer"
"de.noun.senf","de.lex.senf"
"de.noun.september","de.lex.september"
"de.noun.serie","de.lex.serie"
"de.noun.servus","de.lex.servus"
"de.noun.servus.hello-austrian-southern","de.lex.servus"
"de.noun.servus.hello-austrian-southern-2","de.lex.servus"
"de.noun.sessel","de.lex.sessel"
"de.noun.sicherheit","de.lex.sicherheit"
"de.noun.sie","de.lex.sie.you"
"de.noun.sie.you","de.lex.sie.you"
"de.noun.sieb","de.lex.sieb"
"de.noun.silber","de.lex.silber"
"de.noun.silvester","de.lex.silvester"
"de.noun.singen","de.lex.singen.singing"
"de.noun.singen.singing","de.lex.singen.singing"
"de.noun.situation","de.lex.situation"
"de.noun.situation.situation","de.lex.situation"
"de.noun.situation.the-situation","de.lex.situation"
"de.noun.skifahren","de.lex.skifahren"
"de.noun.skifahren.skiing","de.lex.skifahren"
"de.noun.smartphone","de.lex.smartphone"
"de.noun.smoking","de.lex.smoking"
"de.noun.snack","de.lex.snack"
"de.noun.snowboarden","de.lex.snowboarden"
"de.noun.socken","de.lex.socken"
"de.noun.sofa","de.lex.sofa"
"de.noun.software","de.lex.software"
"de.noun.sohn","de.lex.sohn"
"de.noun.solarpanel","de.lex.solarpanel"
"de.noun.soldat","de.lex.soldat"
"de.noun.sommer","de.lex.sommer"
"de.noun.sommersprossen","de.lex.sommersprossen"
"de.noun.sonderangebot","de.lex.sonderangebot"
"de.noun.sonne","de.lex.sonne"
"de.noun.sonne.sun","de.lex.sonne"
"de.noun.sonne.the-sun","de.lex.sonne"
"de.noun.sonntag","de.lex.sonntag"
"de.noun.sorge","de.lex.sorge"
"de.noun.souvenir","de.lex.souvenir"
"de.noun.sozusagen","de.lex.sozusagen"
"de.noun.spam","de.lex.spam"
"de.noun.spannung","de.lex.spannung"
"de.noun.speisekarte","de.lex.speisekarte"
"de.noun.spiegel","de.lex.spiegel"
"de.noun.spiel","de.lex.spiel"
"de.noun.spieler","de.lex.spieler"
"de.noun.spielzeug","de.lex.spielzeug"
"de.noun.spinat","de.lex.spinat"
"de.noun.spinne","de.lex.spinne"
"de.noun.spitze","de.lex.spitze"
"de.noun.sport","de.lex.sport"
"de.noun.sporthalle","de.lex.sporthalle"
"de.noun.sportkleidung","de.lex.sportkleidung"
"de.noun.sportverein","de.lex.sportverein"
"de.noun.sprache","de.lex.sprache"
"de.noun.sprache.language","de.lex.sprache"
"de.noun.sprache.language-speech","de.lex.sprache"
"de.noun.sprachkurs","de.lex.sprachkurs"
"de.noun.spritze","de.lex.spritze"
"de.noun.spuelmaschine","de.lex.spuelmaschine"
"de.noun.staatsbuergerschaft","de.lex.staatsbuergerschaft"
"de.noun.stab","de.lex.stab"
"de.noun.stadion","de.lex.stadion"
"de.noun.stadt","de.lex.stadt"
"de.noun.stadt.city","de.lex.stadt"
"de.noun.stadt.city-town","de.lex.stadt"
"de.noun.stadtzentrum","de.lex.stadtzentrum"
"de.noun.stahl","de.lex.stahl"
"de.noun.start-up","de.lex.start-up"
"de.noun.statue","de.lex.statue"
"de.noun.stau","de.lex.stau"
"de.noun.staubsauger","de.lex.staubsauger"
"de.noun.steckdose","de.lex.steckdose"
"de.noun.stein","de.lex.stein"
"de.noun.stern","de.lex.stern"
"de.noun.stern.star","de.lex.stern"
"de.noun.stern.the-star","de.lex.stern"
"de.noun.steuer","de.lex.steuer"
"de.noun.stich","de.lex.stich"
"de.noun.stiefel","de.lex.stiefel"
"de.noun.stiefmutter","de.lex.stiefmutter"
"de.noun.stiefvater","de.lex.stiefvater"
"de.noun.stift","de.lex.stift"
"de.noun.stinktier","de.lex.stinktier"
"de.noun.stipendium","de.lex.stipendium"
"de.noun.stirn","de.lex.stirn"
"de.noun.stock","de.lex.stock"
"de.noun.stolz","de.lex.stolz"
"de.noun.storch","de.lex.storch"
"de.noun.stornierung","de.lex.stornierung"
"de.noun.strahlung","de.lex.strahlung"
"de.noun.strand","de.lex.strand"
"de.noun.strand.beach","de.lex.strand"
"de.noun.strand.beach-shore","de.lex.strand"
"de.noun.strasse.road","de.lex.strasse.road"
"de.noun.strasse.street","de.lex.strasse.street"
"de.noun.strassenbahn","de.lex.strassenbahn"
"de.noun.strategie","de.lex.strategie"
"de.noun.streamingdienst","de.lex.streamingdienst"
"de.noun.stress","de.lex.stress"
"de.noun.stricken","de.lex.stricken"
"de.noun.stroh","de.lex.stroh"
"de.noun.strom.current","de.lex.strom.current"
"de.noun.strom.electric-current","de.lex.strom.electric-current"
"de.noun.strom.stream-electric-current","de.lex.strom.electric-current"
"de.noun.struktur","de.lex.struktur"
"de.noun.student","de.lex.student"
"de.noun.student.student","de.lex.student"
"de.noun.student.student-m","de.lex.student"
"de.noun.studentin","de.lex.studentin"
"de.noun.studiengebuehr","de.lex.studiengebuehr"
"de.noun.stueck","de.lex.stueck"
"de.noun.stufe","de.lex.stufe"
"de.noun.stuhl","de.lex.stuhl"
"de.noun.stunde.hour","de.lex.stunde.hour"
"de.noun.stunde.lesson","de.lex.stunde.lesson"
"de.noun.sturm","de.lex.sturm"
"de.noun.sueden","de.lex.sueden"
"de.noun.supermarkt","de.lex.supermarkt"
"de.noun.suppe","de.lex.suppe"
"de.noun.symptom","de.lex.symptom"
"de.noun.system","de.lex.system"
"de.noun.t-shirt","de.lex.t-shirt"
"de.noun.tablet","de.lex.tablet"
"de.noun.tablett","de.lex.tablett"
"de.noun.tablette","de.lex.tablette"
"de.noun.tafel","de.lex.tafel"
"de.noun.tag","de.lex.tag"
"de.noun.tal","de.lex.tal"
"de.noun.taler","de.lex.taler"
"de.noun.tankstelle","de.lex.tankstelle"
"de.noun.tante","de.lex.tante"
"de.noun.tanzen","de.lex.tanzen.dancing"
"de.noun.tanzen.dancing","de.lex.tanzen.dancing"
"de.noun.tasche.bag","de.lex.tasche.bag"
"de.noun.tasche.bag-pocket","de.lex.tasche.bag"
"de.noun.tasche.pocket","de.lex.tasche.pocket"
"de.noun.tasse","de.lex.tasse"
"de.noun.tastatur","de.lex.tastatur"
"de.noun.taste","de.lex.taste"
"de.noun.tatsache","de.lex.tatsache"
"de.noun.tattoo","de.lex.tattoo"
"de.noun.tau","de.lex.tau"
"de.noun.tau.dew","de.lex.tau"
"de.noun.tau.the-dew","de.lex.tau"
"de.noun.taube","de.lex.taube"
"de.noun.taube.dove-pigeon","de.lex.taube"
"de.noun.taube.pigeon","de.lex.taube"
"de.noun.taxi","de.lex.taxi"
"de.noun.team","de.lex.team"
"de.noun.technologie","de.lex.technologie"
"de.noun.tee","de.lex.tee"
"de.noun.teenager","de.lex.teenager"
"de.noun.teig","de.lex.teig"
"de.noun.teil","de.lex.teil"
"de.noun.telefon.phone","de.lex.telefon.phone"
"de.noun.telefon.telephone","de.lex.telefon.telephone"
"de.noun.telefonnummer","de.lex.telefonnummer"
"de.noun.teleskop","de.lex.teleskop"
"de.noun.teller","de.lex.teller"
"de.noun.temperatur","de.lex.temperatur"
"de.noun.tennis","de.lex.tennis"
"de.noun.teppich","de.lex.teppich"
"de.noun.termin","de.lex.termin"
"de.noun.termin.appointment","de.lex.termin"
"de.noun.termin.appointment-deadline","de.lex.termin"
"de.noun.termin.date-appointment","de.lex.termin"
"de.noun.terrasse","de.lex.terrasse"
"de.noun.teufel","de.lex.teufel"
"de.noun.text","de.lex.text"
"de.noun.theater.theater","de.lex.theater.theater"
"de.noun.theater.theatre","de.lex.theater.theatre"
"de.noun.theorie","de.lex.theorie"
"de.noun.therapie","de.lex.therapie"
"de.noun.ticket","de.lex.ticket"
"de.noun.tierarzt","de.lex.tierarzt"
"de.noun.tiger","de.lex.tiger"
"de.noun.tisch","de.lex.tisch"
"de.noun.tochter","de.lex.tochter"
"de.noun.tod","de.lex.tod"
"de.noun.tomate","de.lex.tomate"
"de.noun.ton","de.lex.ton"
"de.noun.topf","de.lex.topf"
"de.noun.tor.gate","de.lex.tor.gate"
"de.noun.tor.goal","de.lex.tor.goal"
"de.noun.tor.goal-in-sports","de.lex.tor.goal"
"de.noun.tradition","de.lex.tradition"
"de.noun.trainer","de.lex.trainer"
"de.noun.traube","de.lex.traube"
"de.noun.trauer","de.lex.trauer"
"de.noun.traum","de.lex.traum"
"de.noun.trauma","de.lex.trauma"
"de.noun.traurigkeit","de.lex.traurigkeit"
"de.noun.treibhauseffekt","de.lex.treibhauseffekt"
"de.noun.treppe","de.lex.treppe"
"de.noun.trinkgeld","de.lex.trinkgeld"
"de.noun.tropfen","de.lex.tropfen"
"de.noun.trost","de.lex.trost"
"de.noun.tschuess","de.lex.tschuess"
"de.noun.tuer","de.lex.tuer"
"de.noun.tunnel","de.lex.tunnel"
"de.noun.turm","de.lex.turm"
"de.noun.turnen","de.lex.turnen"
"de.noun.turnier","de.lex.turnier"
"de.noun.u-bahn","de.lex.u-bahn"
"de.noun.ueberraschung","de.lex.ueberraschung"
"de.noun.ueberschrift","de.lex.ueberschrift"
"de.noun.uebersetzung","de.lex.uebersetzung"
"de.noun.uebrigens","de.lex.uebrigens"
"de.noun.uebung","de.lex.uebung"
"de.noun.uhr.clock","de.lex.uhr.clock"
"de.noun.uhr.clock-2","de.lex.uhr.clock-2"
"de.noun.uhr.clock-watch","de.lex.uhr.clock"
"de.noun.uhr.watch","de.lex.uhr.clock"
"de.noun.umkleidekabine","de.lex.umkleidekabine"
"de.noun.umwelt","de.lex.umwelt"
"de.noun.universitaet","de.lex.universitaet"
"de.noun.unruhe","de.lex.unruhe"
"de.noun.unterhaltung","de.lex.unterhaltung"
"de.noun.unternehmer","de.lex.unternehmer"
"de.noun.unterschied","de.lex.unterschied"
"de.noun.unterstuetzung","de.lex.unterstuetzung"
"de.noun.unterwaesche","de.lex.unterwaesche"
"de.noun.upload","de.lex.upload"
"de.noun.urlaub","de.lex.urlaub"
"de.noun.ursache","de.lex.ursache"
"de.noun.vater","de.lex.vater"
"de.noun.verantwortung","de.lex.verantwortung"
"de.noun.verband","de.lex.verband"
"de.noun.verbesserung","de.lex.verbesserung"
"de.noun.verbindung","de.lex.verbindung"
"de.noun.vereinbarung","de.lex.vereinbarung"
"de.noun.verfassung","de.lex.verfassung"
"de.noun.vergangenheit","de.lex.vergangenheit"
"de.noun.verhalten","de.lex.verhalten"
"de.noun.verkauf","de.lex.verkauf"
"de.noun.verkehr","de.lex.verkehr"
"de.noun.verlust","de.lex.verlust"
"de.noun.verringerung","de.lex.verringerung"
"de.noun.versand","de.lex.versand"
"de.noun.verschluesselung","de.lex.verschluesselung"
"de.noun.versicherung","de.lex.versicherung"
"de.noun.versicherungskarte","de.lex.versicherungskarte"
"de.noun.versuch","de.lex.versuch"
"de.noun.vertrag","de.lex.vertrag"
"de.noun.vertrauen","de.lex.vertrauen"
"de.noun.video","de.lex.video"
"de.noun.videoanruf","de.lex.videoanruf"
"de.noun.videospiel","de.lex.videospiel"
"de.noun.vielleicht","de.lex.vielleicht"
"de.noun.viertel","de.lex.viertel"
"de.noun.virus","de.lex.virus"
"de.noun.visitenkarte","de.lex.visitenkarte"
"de.noun.visum","de.lex.visum"
"de.noun.vogel","de.lex.vogel"
"de.noun.volk","de.lex.volk"
"de.noun.volk.people-folk","de.lex.volk"
"de.noun.volk.the-nation-people","de.lex.volk"
"de.noun.volleyball","de.lex.volleyball"
"de.noun.vorhang","de.lex.vorhang"
"de.noun.vorlesung","de.lex.vorlesung"
"de.noun.vorort","de.lex.vorort"
"de.noun.vorstellung","de.lex.vorstellung"
"de.noun.vorstellungsgespraech","de.lex.vorstellungsgespraech"
"de.noun.vulkan","de.lex.vulkan"
"de.noun.wachs","de.lex.wachs"
"de.noun.wachstum","de.lex.wachstum"
"de.noun.waffe","de.lex.waffe"
"de.noun.wagen","de.lex.wagen"
"de.noun.wahl.choice","de.lex.wahl.choice"
"de.noun.wahl.election","de.lex.wahl.election"
"de.noun.wahrheit","de.lex.wahrheit"
"de.noun.wahrscheinlich","de.lex.wahrscheinlich"
"de.noun.wal","de.lex.wal"
"de.noun.wald","de.lex.wald"
"de.noun.wald.forest","de.lex.wald"
"de.noun.wald.the-forest","de.lex.wald"
"de.noun.wand","de.lex.wand"
"de.noun.wandern","de.lex.wandern.hiking"
"de.noun.wandern.hiking","de.lex.wandern.hiking"
"de.noun.wanderweg","de.lex.wanderweg"
"de.noun.wange","de.lex.wange"
"de.noun.wann","de.lex.wann"
"de.noun.ware","de.lex.ware"
"de.noun.warnung","de.lex.warnung"
"de.noun.warte","de.lex.warte"
"de.noun.wartet","de.lex.wartet"
"de.noun.wartezimmer","de.lex.wartezimmer"
"de.noun.warum","de.lex.warum"
"de.noun.was","de.lex.was"
"de.noun.waschbaer","de.lex.waschbaer"
"de.noun.waschmaschine","de.lex.waschmaschine"
"de.noun.wasser","de.lex.wasser"
"de.noun.wasserfall","de.lex.wasserfall"
"de.noun.wasserhahn","de.lex.wasserhahn"
"de.noun.wassermelone","de.lex.wassermelone"
"de.noun.webseite","de.lex.webseite"
"de.noun.wechselgeld","de.lex.wechselgeld"
"de.noun.wechselkurs","de.lex.wechselkurs"
"de.noun.wecker","de.lex.wecker"
"de.noun.weg.path","de.lex.weg.path"
"de.noun.weg.the-way","de.lex.weg.way"
"de.noun.weg.way","de.lex.weg.way"
"de.noun.weg.way-path","de.lex.weg.path"
"de.noun.weib","de.lex.weib"
"de.noun.weihnachtsbaum","de.lex.weihnachtsbaum"
"de.noun.weihnachtsmarkt","de.lex.weihnachtsmarkt"
"de.noun.wein","de.lex.wein"
"de.noun.weizen","de.lex.weizen"
"de.noun.welche","de.lex.welche"
"de.noun.welcher","de.lex.welcher"
"de.noun.welches","de.lex.welches"
"de.noun.welle","de.lex.welle"
"de.noun.welle.wave","de.lex.welle"
"de.noun.welle.wave-water","de.lex.welle"
"de.noun.welt","de.lex.welt"
"de.noun.welt.the-world","de.lex.welt"
"de.noun.welt.world","de.lex.welt"
"de.noun.weltrekord","de.lex.weltrekord"
"de.noun.wem","de.lex.wem"
"de.noun.wen","de.lex.wen"
"de.noun.wer","de.lex.wer"
"de.noun.werk","de.lex.werk"
"de.noun.werkzeug","de.lex.werkzeug"
"de.noun.wert","de.lex.wert"
"de.noun.wert.value","de.lex.wert"
"de.noun.wert.value-worth","de.lex.wert"
"de.noun.wessen","de.lex.wessen"
"de.noun.wetter","de.lex.wetter"
"de.noun.wichtigkeit","de.lex.wichtigkeit"
"de.noun.wie","de.lex.wie"
"de.noun.wien","de.lex.wien"
"de.noun.wiese","de.lex.wiese"
"de.noun.wiese.meadow","de.lex.wiese"
"de.noun.wiese.the-meadow","de.lex.wiese"
"de.noun.wind","de.lex.wind"
"de.noun.windkraftanlage","de.lex.windkraftanlage"
"de.noun.winter","de.lex.winter"
"de.noun.wirklich","de.lex.wirklich"
"de.noun.wirkung","de.lex.wirkung"
"de.noun.wirtschaft","de.lex.wirtschaft"
"de.noun.wissen","de.lex.wissen.knowledge"
"de.noun.wissen.knowledge","de.lex.wissen.knowledge"
"de.noun.wissenschaft","de.lex.wissenschaft"
"de.noun.wissenschaftler","de.lex.wissenschaftler"
"de.noun.witz","de.lex.witz"
"de.noun.wo","de.lex.wo"
"de.noun.woche","de.lex.woche"
"de.noun.wochenende","de.lex.wochenende"
"de.noun.woerterbuch","de.lex.woerterbuch"
"de.noun.wofuer","de.lex.wofuer"
"de.noun.woher","de.lex.woher"
"de.noun.wohin","de.lex.wohin"
"de.noun.wohlbefinden","de.lex.wohlbefinden"
"de.noun.wohnheim","de.lex.wohnheim"
"de.noun.wohnung","de.lex.wohnung"
"de.noun.wohnzimmer","de.lex.wohnzimmer"
"de.noun.wolf","de.lex.wolf"
"de.noun.wolke","de.lex.wolke"
"de.noun.wolke.cloud","de.lex.wolke"
"de.noun.wolke.cloud-in-the-sky","de.lex.wolke"
"de.noun.wolle","de.lex.wolle"
"de.noun.womit","de.lex.womit"
"de.noun.work-life-balance","de.lex.work-life-balance"
"de.noun.wort","de.lex.wort"
"de.noun.wort.the-word","de.lex.wort"
"de.noun.wort.word","de.lex.wort"
"de.noun.wortschatz","de.lex.wortschatz"
"de.noun.worueber","de.lex.worueber"
"de.noun.wueste","de.lex.wueste"
"de.noun.wunsch","de.lex.wunsch"
"de.noun.wurm","de.lex.wurm"
"de.noun.wurst","de.lex.wurst"
"de.noun.wurzel","de.lex.wurzel"
"de.noun.wut","de.lex.wut"
"de.noun.yoga","de.lex.yoga"
"de.noun.zahl","de.lex.zahl"
"de.noun.zahlung","de.lex.zahlung"
"de.noun.zahn","de.lex.zahn"
"de.noun.zahnarzt","de.lex.zahnarzt"
"de.noun.zahnfleisch","de.lex.zahnfleisch"
"de.noun.zange","de.lex.zange"
"de.noun.zaun","de.lex.zaun"
"de.noun.zebra","de.lex.zebra"
"de.noun.zeh","de.lex.zeh"
"de.noun.zehe","de.lex.zehe"
"de.noun.zeit","de.lex.zeit"
"de.noun.zeitschrift","de.lex.zeitschrift"
"de.noun.zeitung","de.lex.zeitung"
"de.noun.zelle","de.lex.zelle"
"de.noun.zertifikat","de.lex.zertifikat"
"de.noun.ziege","de.lex.ziege"
"de.noun.ziel","de.lex.ziel"
"de.noun.ziel.goal-aim","de.lex.ziel"
"de.noun.ziel.goal-target","de.lex.ziel"
"de.noun.ziellinie","de.lex.ziellinie"
"de.noun.zimmer","de.lex.zimmer"
"de.noun.zimmerservice","de.lex.zimmerservice"
"de.noun.zitat","de.lex.zitat"
"de.noun.zitrone","de.lex.zitrone"
"de.noun.zucker","de.lex.zucker"
"de.noun.zuerich","de.lex.zuerich"
"de.noun.zufriedenheit","de.lex.zufriedenheit"
"de.noun.zug","de.lex.zug"
"de.noun.zukunft","de.lex.zukunft"
"de.noun.zunge","de.lex.zunge"
"de.noun.zusammenfassend","de.lex.zusammenfassend"
"de.noun.zusammenfassung","de.lex.zusammenfassung"
"de.noun.zustand","de.lex.zustand"
"de.noun.zutat","de.lex.zutat"
"de.noun.zweck","de.lex.zweck"
"de.noun.zwerg","de.lex.zwerg"
"de.noun.zwiebel","de.lex.zwiebel"
"de.noun.zwillinge","de.lex.zwillinge"
"de.noun.zwischenstopp.layover","de.lex.zwischenstopp.layover"
"de.noun.zwischenstopp.stopover","de.lex.zwischenstopp.stopover"
"de.ordinal.erst","de.lex.erst"
"de.phrase.abgesagt-werden","de.lex.abgesagt-werden"
"de.phrase.absagen-stornieren","de.lex.absagen-stornieren"
"de.phrase.akzeptieren-annehmen","de.lex.akzeptieren-annehmen"
"de.phrase.alle-haende-voll-zu-tun-haben","de.lex.alle-haende-voll-zu-tun-haben"
"de.phrase.alle-jubeljahre-einmal","de.lex.alle-jubeljahre-einmal"
"de.phrase.alles-auf-eine-karte-setzen","de.lex.alles-auf-eine-karte-setzen"
"de.phrase.alles-ausplaudern","de.lex.alles-ausplaudern"
"de.phrase.alles-gute-zum-geburtstag","de.lex.alles-gute-zum-geburtstag"
"de.phrase.alles-in-allem","de.lex.alles-in-allem"
"de.phrase.als-ich-jung-war-spielte-ich-fussball","de.lex.als-ich-jung-war-spielte-ich-fussball"
"de.phrase.alt-aelter-am-aeltesten","de.lex.alt-aelter-am-aeltesten"
"de.phrase.am-anfang","de.lex.am-anfang"
"de.phrase.am-ende","de.lex.am-ende"
"de.phrase.am-fluss","de.lex.am-fluss"
"de.phrase.am-groessten","de.lex.am-groessten"
"de.phrase.am-meer","de.lex.am-meer"
"de.phrase.am-meisten","de.lex.am-meisten"
"de.phrase.am-montag","de.lex.am-montag"
"de.phrase.am-montag-haben-wir-unterricht","de.lex.am-montag-haben-wir-unterricht"
"de.phrase.am-wochenende","de.lex.am-wochenende"
"de.phrase.an-das-ans","de.lex.an-das-ans"
"de.phrase.an-dem-am","de.lex.an-dem-am"
"de.phrase.angst-haben-vor.be-afraid","de.lex.angst-haben-vor.be-afraid"
"de.phrase.angst-haben-vor.be-afraid-of","de.lex.angst-haben-vor.be-afraid-of"
"de.phrase.angst-haben-vor.to-be-afraid","de.lex.angst-haben-vor.be-afraid"
"de.phrase.angst-haben-vor.to-be-afraid-of","de.lex.angst-haben-vor.be-afraid-of"
"de.phrase.anhaben","de.lex.anhaben"
"de.phrase.arbeiten-arbeit-arbeiter","de.lex.arbeiten-arbeit-arbeiter"
"de.phrase.auf-akkusativ","de.lex.auf-akkusativ"
"de.phrase.auf-dativ","de.lex.auf-dativ"
"de.phrase.auf-dem-land","de.lex.auf-dem-land"
"de.phrase.auf-den-ersten-blick","de.lex.auf-den-ersten-blick"
"de.phrase.auf-der-anderen-strassenseite","de.lex.auf-der-anderen-strassenseite"
"de.phrase.auf-der-linken-seite","de.lex.auf-der-linken-seite"
"de.phrase.auf-der-rechten-seite","de.lex.auf-der-rechten-seite"
"de.phrase.auf-derselben-wellenlaenge-sein","de.lex.auf-derselben-wellenlaenge-sein"
"de.phrase.auf-duennem-eis-stehen","de.lex.auf-duennem-eis-stehen"
"de.phrase.auf-einmal","de.lex.auf-einmal"
"de.phrase.auf-jeden-fall.definitely","de.lex.auf-jeden-fall.definitely"
"de.phrase.auf-jeden-fall.in-any-case","de.lex.auf-jeden-fall.in-any-case"
"de.phrase.auf-lager","de.lex.auf-lager"
"de.phrase.auf-lange-sicht","de.lex.auf-lange-sicht"
"de.phrase.auf-wiedersehen","de.lex.auf-wiedersehen"
"de.phrase.auf-wiedersehen.goodbye","de.lex.auf-wiedersehen"
"de.phrase.auf-wiedersehen.goodbye-2","de.lex.auf-wiedersehen"
"de.phrase.aufhoeren-kuendigen","de.lex.aufhoeren-kuendigen"
"de.phrase.aufnehmen-absorbieren","de.lex.aufnehmen-absorbieren"
"de.phrase.aufpassen-achtgeben","de.lex.aufpassen-achtgeben"
"de.phrase.aus-diesem-grund","de.lex.aus-diesem-grund"
"de.phrase.aus-einer-muecke-einen-elefanten-machen","de.lex.aus-einer-muecke-einen-elefanten-machen"
"de.phrase.ausgewogene-ernaehrung","de.lex.ausgewogene-ernaehrung"
"de.phrase.ausschalten-ausmachen","de.lex.ausschalten-ausmachen"
"de.phrase.ausstossen-emittieren","de.lex.ausstossen-emittieren"
"de.phrase.ausverkauf-sale","de.lex.ausverkauf-sale"
"de.phrase.auswerten-bewerten","de.lex.auswerten-bewerten"
"de.phrase.beenden-fertig-sein","de.lex.beenden-fertig-sein"
"de.phrase.beginnen-anfangen","de.lex.beginnen-anfangen"
"de.phrase.beginnen-begonnen","de.lex.beginnen-begonnen"
"de.phrase.bei-dem-beim","de.lex.bei-dem-beim"
"de.phrase.bekannt-gegeben-werden","de.lex.bekannt-gegeben-werden"
"de.phrase.bekommen-erhalten","de.lex.bekommen-erhalten"
